0,1,4,0,8,0,1,2,1,0,2,1,3,1,270000.0
1,1,5,1,6,0,2,5,1,1,5,2,5,1,200000.0
2,1,3,1,5,1,3,3,2,0,4,2,3,1,250000.0
3,1,2,1,3,1,2,2,1,0,3,1,3,0,0.0
4,1,5,1,6,1,1,5,2,0,6,2,2,1,425000.0
5,1,2,0,2,0,2,4,1,1,2,2,2,0,0.0
6,2,2,0,2,0,1,5,2,0,4,2,2,0,0.0
7,1,5,1,4,1,2,4,1,1,3,2,4,1,252000.0
8,1,4,1,6,1,1,5,2,0,6,2,3,1,231000.0
9,1,2,1,5,1,1,3,2,0,2,2,2,0,0.0
10,1,2,1,4,1,1,2,2,1,3,1,3,1,260000.0
11,1,4,1,5,1,1,5,2,1,3,2,4,1,250000.0
12,2,2,1,3,0,2,3,2,0,3,1,4,0,0.0
13,2,5,1,7,1,1,2,2,0,3,2,5,1,218000.0
14,1,3,1,2,1,1,2,2,0,4,1,2,0,0.0
15,2,3,1,6,1,1,4,2,1,4,2,4,1,200000.0
16,1,3,1,5,1,1,3,2,1,3,2,4,1,300000.0
17,2,2,1,5,1,1,3,2,0,3,2,5,0,0.0
18,2,3,1,5,1,1,3,2,0,3,1,4,0,0.0
19,1,3,0,5,0,3,4,2,1,2,2,6,1,236000.0
20,1,3,0,5,0,1,4,2,0,2,1,2,1,265000.0
21,2,5,0,6,0,1,6,2,0,6,2,5,1,393000.0
22,2,4,0,4,0,2,5,1,0,2,1,5,1,360000.0
23,2,5,0,4,0,2,3,1,1,6,2,4,1,300000.0
24,1,5,0,8,0,2,5,1,0,6,2,5,1,360000.0
25,2,2,0,3,1,1,2,2,1,4,2,4,0,0.0
26,1,4,0,6,0,1,4,2,1,6,2,3,1,240000.0
27,1,3,0,5,0,1,4,2,0,3,1,3,1,265000.0
28,1,5,0,6,0,1,4,2,1,4,2,4,1,350000.0
29,1,3,1,5,1,1,2,2,0,4,2,2,0,0.0
30,2,3,1,6,1,1,5,2,0,2,1,2,1,250000.0
31,2,4,1,3,1,2,3,1,0,3,1,3,0,0.0
32,2,3,1,6,1,1,4,2,0,2,1,4,1,278000.0
33,2,5,0,5,0,2,6,2,1,5,2,5,1,260000.0
34,1,3,0,3,0,2,2,3,0,3,1,4,0,0.0
35,2,4,1,6,1,1,5,2,0,4,1,4,1,300000.0
36,1,2,1,2,1,1,2,2,0,3,2,2,0,0.0
37,2,5,1,6,1,2,3,1,0,2,1,2,1,320000.0
38,2,4,0,3,0,2,4,2,0,2,1,2,1,240000.0
39,1,5,0,5,0,2,3,1,0,6,2,4,1,411000.0
40,2,5,1,6,0,1,6,2,0,3,2,5,1,287000.0
41,2,4,0,4,0,1,3,2,1,3,1,5,0,0.0
42,1,2,0,2,1,2,3,3,0,3,2,2,0,0.0
43,1,5,0,7,0,1,4,2,0,6,1,4,1,300000.0
44,2,5,0,6,0,1,6,2,1,5,2,5,1,200000.0
45,2,5,1,4,1,2,5,1,0,2,1,5,0,0.0
46,2,4,0,5,0,2,3,2,0,3,1,5,0,0.0
47,1,3,1,4,1,1,2,2,1,4,2,2,1,204000.0
48,1,3,0,4,0,1,4,2,0,3,2,4,1,250000.0
49,2,2,0,2,0,3,2,3,0,3,1,2,0,0.0
50,2,5,1,6,1,2,4,2,0,3,1,4,1,200000.0
51,1,2,1,4,1,1,2,2,0,3,1,4,0,0.0
52,2,2,0,2,0,1,2,2,0,4,1,4,0,0.0
53,1,5,0,5,0,2,5,1,0,5,1,5,1,450000.0
54,2,4,1,4,0,2,4,2,0,4,1,4,1,216000.0
55,1,3,1,5,0,2,3,2,0,4,1,2,1,220000.0
56,1,3,0,5,0,1,3,2,0,3,2,5,1,240000.0
57,1,4,1,6,1,1,5,2,0,4,2,4,1,360000.0
58,1,4,1,4,0,2,4,2,0,4,2,3,1,268000.0
59,1,2,1,5,0,2,5,1,0,2,2,2,1,265000.0
60,1,4,1,5,1,2,5,2,1,3,2,3,1,260000.0
61,1,5,1,6,1,1,4,2,0,3,2,4,1,300000.0
62,2,5,0,4,0,2,4,1,0,2,2,3,1,240000.0
63,1,3,0,5,0,1,3,2,0,3,1,3,0,0.0
64,1,5,0,6,0,1,5,2,0,3,2,3,1,240000.0
65,1,2,0,2,0,2,2,2,0,5,1,3,0,0.0
66,1,5,0,6,0,2,4,2,0,3,1,3,1,275000.0
67,1,5,0,6,0,1,4,2,0,3,2,3,1,275000.0
68,2,4,1,2,1,1,5,1,0,4,1,3,0,0.0
69,1,4,1,6,1,2,4,1,1,3,2,5,1,275000.0
70,1,5,0,4,0,2,3,1,0,5,2,4,1,360000.0
71,1,5,0,5,0,1,4,2,0,6,2,5,1,240000.0
72,1,5,0,5,0,2,5,2,0,6,2,5,1,240000.0
73,1,3,1,7,0,1,4,2,0,5,2,3,1,218000.0
74,1,2,1,4,1,1,4,2,0,5,2,5,1,336000.0
75,2,2,1,4,0,1,5,2,0,4,1,5,0,0.0
76,2,3,0,5,1,3,4,2,0,3,2,4,1,230000.0
77,1,3,0,6,0,2,3,1,1,3,2,3,1,500000.0
78,1,5,0,8,0,2,3,1,0,5,2,3,1,270000.0
79,2,4,1,4,1,2,4,1,0,4,1,5,0,0.0
80,2,4,0,4,0,1,4,2,1,3,1,4,1,240000.0
81,1,5,0,4,0,2,4,2,1,5,2,5,1,300000.0
82,1,3,1,5,1,1,5,2,0,4,2,3,0,0.0
83,1,5,0,6,0,2,4,1,1,5,2,5,1,300000.0
84,1,4,1,4,0,2,4,1,1,2,2,4,1,300000.0
85,2,5,0,7,0,1,5,2,1,4,2,5,1,400000.0
86,1,3,0,4,0,1,3,2,0,3,2,3,1,220000.0
87,1,2,1,3,1,2,2,3,0,4,1,3,0,0.0
88,2,3,1,4,1,1,5,2,0,2,1,4,1,210000.0
89,2,5,0,6,0,2,4,1,1,3,1,4,1,210000.0
90,2,5,0,8,0,1,6,2,0,6,2,5,1,300000.0
91,1,2,1,3,1,1,2,2,0,3,1,4,0,0.0
92,2,3,1,5,1,2,4,2,0,4,2,3,1,230000.0
93,1,2,1,4,1,1,2,2,0,4,1,2,0,0.0
94,1,2,1,4,1,1,3,2,0,2,2,2,1,260000.0
95,1,4,1,6,0,1,3,2,1,6,2,4,1,420000.0
96,2,5,1,5,1,2,5,2,1,3,2,4,1,300000.0
97,2,4,1,4,0,1,3,2,0,6,2,5,0,0.0
98,2,4,1,6,1,1,3,2,0,3,2,3,1,220000.0
99,1,2,1,6,0,1,3,1,0,2,2,3,0,0.0
100,2,2,0,3,0,1,2,2,1,2,1,4,0,0.0
101,1,3,1,5,1,1,4,2,0,4,1,3,1,380000.0
102,2,5,0,4,0,1,4,2,1,2,2,3,1,300000.0
103,1,4,1,6,1,2,5,1,1,5,1,4,1,240000.0
104,1,4,1,4,0,2,3,2,1,2,1,3,1,360000.0
105,1,2,1,4,0,2,2,1,0,5,1,2,0,0.0
106,1,3,0,3,0,2,2,1,0,4,2,4,0,0.0
107,1,5,0,8,0,1,6,2,0,4,1,5,1,200000.0
108,1,3,1,6,1,1,4,2,0,5,2,3,1,300000.0
109,1,2,1,4,0,2,3,1,1,5,1,2,0,0.0
110,2,4,1,5,1,2,5,1,0,2,1,2,1,250000.0
111,1,2,0,3,0,2,3,1,0,3,1,3,0,0.0
112,1,2,0,4,0,1,3,2,0,2,1,2,1,250000.0
113,2,4,0,6,0,1,4,2,0,4,2,4,1,280000.0
114,1,3,1,5,0,2,4,2,0,2,1,2,1,250000.0
115,2,4,0,4,0,2,4,2,0,5,2,3,1,216000.0
116,1,4,1,5,1,1,4,2,1,6,2,5,1,300000.0
117,1,5,0,6,0,2,5,1,0,4,2,5,1,240000.0
118,1,5,1,6,1,2,5,1,1,6,1,5,1,276000.0
119,1,3,1,5,1,1,3,2,1,4,2,4,1,940000.0
120,1,2,0,2,0,2,2,2,0,4,1,3,0,0.0
121,2,3,1,5,0,2,4,1,1,2,1,5,1,250000.0
122,2,3,1,5,1,3,4,2,1,4,2,5,1,236000.0
123,1,4,0,3,0,1,5,2,1,3,1,2,1,240000.0
124,1,4,1,5,1,2,3,3,1,3,1,3,1,250000.0
125,2,5,1,6,1,1,5,2,0,4,2,5,1,350000.0
126,2,5,0,4,0,2,5,1,1,3,2,5,1,210000.0
127,2,4,0,4,0,2,4,2,0,2,1,3,1,250000.0
128,1,5,1,6,1,2,5,1,1,4,1,5,1,400000.0
129,1,5,1,7,0,1,4,2,1,6,2,5,1,250000.0
130,1,3,1,5,0,1,2,2,0,5,2,4,0,0.0
131,2,4,0,3,0,2,3,3,1,4,2,3,1,360000.0
132,1,4,0,5,0,1,3,2,1,4,1,2,1,300000.0
133,1,4,1,4,0,1,5,2,1,3,1,3,1,250000.0
134,2,5,1,8,0,1,5,2,1,6,2,5,1,250000.0
135,2,4,1,3,0,2,4,2,0,2,1,4,1,200000.0
136,2,2,1,3,1,3,3,2,0,4,2,3,0,0.0
137,1,4,0,4,1,1,5,2,0,2,1,3,1,225000.0
138,2,5,0,4,0,2,5,1,1,6,2,5,1,250000.0
139,1,5,1,5,1,1,2,2,1,2,2,2,1,220000.0
140,1,3,1,4,0,1,4,2,1,2,2,2,1,265000.0
141,1,3,1,4,1,2,2,2,0,3,1,3,0,0.0
142,1,5,1,4,0,2,5,1,1,3,2,3,1,260000.0
143,1,5,0,4,0,1,4,2,0,5,2,3,1,300000.0
144,1,2,0,3,0,3,3,2,0,3,2,3,0,0.0
145,1,5,0,5,0,2,4,1,0,4,1,4,1,400000.0
146,1,3,1,4,0,2,4,2,0,5,1,2,1,233000.0
147,1,4,1,6,1,1,3,2,0,5,2,4,1,300000.0
148,2,5,1,7,1,3,2,3,0,2,2,4,1,240000.0
149,1,2,1,3,1,3,2,2,1,3,1,3,0,0.0
150,1,4,1,3,1,2,2,1,1,2,2,3,1,690000.0
151,1,3,1,5,1,1,5,2,0,5,2,3,1,270000.0
152,2,5,0,4,1,2,6,1,0,6,2,4,1,240000.0
153,1,2,0,3,0,2,3,1,1,5,2,4,1,340000.0
154,1,2,1,4,0,2,2,2,1,3,2,2,1,250000.0
155,1,2,0,6,0,1,2,2,1,2,1,4,0,0.0
156,1,5,1,5,1,2,3,1,1,4,1,2,1,255000.0
157,1,3,1,4,1,1,2,2,0,6,2,2,1,300000.0
158,1,4,0,4,0,2,3,1,0,3,2,3,0,0.0
159,1,2,1,2,0,1,2,2,0,3,1,3,0,0.0
160,1,5,1,6,1,2,3,1,1,4,1,5,1,300000.0
161,1,2,0,3,0,1,2,2,0,2,1,4,0,0.0
162,1,4,1,7,0,1,5,2,1,4,2,5,1,285000.0
163,1,3,0,5,0,2,3,1,0,4,2,5,1,500000.0
164,2,4,1,5,1,1,3,2,0,2,2,4,1,250000.0
165,2,3,1,6,0,1,5,2,0,4,2,5,0,0.0
166,1,3,0,4,0,1,2,2,1,3,1,2,1,240000.0
167,1,4,0,4,0,2,4,1,1,2,2,5,0,0.0
168,2,2,1,3,1,1,2,2,1,3,1,3,0,0.0
169,1,2,0,2,0,2,3,1,0,2,1,4,0,0.0
170,2,3,0,5,0,1,2,2,0,2,1,5,0,0.0
171,1,5,0,6,0,1,5,2,1,3,2,5,1,290000.0
172,1,4,0,3,0,1,2,2,0,5,1,2,1,300000.0
173,2,2,0,3,0,2,2,1,0,3,1,3,0,0.0
174,1,4,0,3,0,2,3,1,1,3,2,5,1,500000.0
175,1,3,0,4,0,2,3,1,0,5,1,3,0,0.0
176,2,2,1,4,0,1,2,2,0,2,1,3,1,220000.0
177,2,4,1,8,0,1,5,2,1,5,2,5,1,650000.0
178,1,4,0,3,0,2,4,1,0,4,1,5,1,350000.0
179,2,5,1,4,1,2,3,1,0,4,1,5,0,0.0
180,1,3,1,5,0,1,3,2,1,2,2,2,1,265000.0
181,1,3,1,4,0,2,3,1,0,3,1,3,0,0.0
182,1,2,0,5,0,3,2,3,1,4,2,3,0,0.0
183,1,3,1,6,1,1,4,2,0,3,1,3,1,276000.0
184,2,2,0,4,0,1,2,2,0,3,1,3,0,0.0
185,2,5,1,5,1,2,5,3,0,4,1,5,1,252000.0
186,2,2,1,4,1,1,3,2,0,2,2,4,0,0.0
187,1,5,1,5,1,2,4,1,1,6,2,4,1,280000.0
188,1,3,0,2,0,1,2,2,0,2,2,2,0,0.0
189,2,2,1,6,0,1,4,2,0,6,2,5,0,0.0
190,2,3,0,5,1,1,3,2,0,2,2,4,0,0.0
191,1,4,0,4,1,2,5,2,0,4,2,3,1,264000.0
192,1,3,1,4,1,1,3,2,1,6,2,3,1,270000.0
193,2,3,1,4,1,3,2,3,1,4,1,2,1,300000.0
194,1,2,0,3,0,1,2,2,0,2,2,4,0,0.0
195,1,3,1,6,1,1,5,2,1,5,1,3,1,275000.0
196,1,4,0,4,0,2,5,1,1,4,2,2,1,250000.0
197,2,5,0,3,0,2,8,1,0,2,1,5,1,260000.0
198,2,4,1,5,1,1,3,3,0,5,1,5,0,0.0
199,1,4,0,5,0,1,2,2,0,4,1,2,1,265000.0
200,1,4,0,4,0,1,3,2,0,5,2,2,1,300000.0
201,1,2,1,4,0,2,2,2,0,4,1,3,0,0.0
202,1,4,1,4,1,2,4,1,0,3,1,3,1,240000.0
203,1,2,0,4,0,1,2,2,0,3,1,3,1,260000.0
204,2,4,0,6,0,1,5,2,1,4,2,5,1,210000.0
205,1,3,0,4,0,1,3,2,0,3,2,2,1,250000.0
206,1,2,1,2,1,2,2,2,0,6,2,2,0,0.0
207,1,5,1,6,0,1,3,2,1,5,2,5,1,300000.0
208,2,2,1,4,0,2,3,2,0,6,1,4,0,0.0
209,1,3,1,5,1,1,3,2,0,3,2,2,1,216000.0
210,1,5,0,6,0,1,5,2,0,6,2,5,1,400000.0
211,1,2,0,4,0,2,5,1,0,4,2,2,1,275000.0
212,1,4,0,5,0,1,5,2,1,2,2,5,1,295000.0
213,2,4,0,5,0,1,2,2,0,3,1,3,1,204000.0
214,1,3,1,3,0,2,2,2,0,5,1,3,0,0.0
